prop,model,target,n_target,method,k,coverage,width_sd,cov_source_test,rmse_std_source,rmse_std_target,n_train
ph.h2o,cnn,CAF.SSL,483,C2,25,0.907852193995381,2.6947388724228643,0.895,0.4168247645045455,0.7085136389065143,8000
ph.h2o,cnn,CAF.SSL,483,C3n,25,0.9002309468822173,2.562717323363348,0.895,0.4168247645045455,0.7085136389065143,8000
ph.h2o,cnn,CAF.SSL,483,C2,50,0.8806004618937646,2.0824025248721423,0.895,0.4168247645045455,0.7085136389065143,8000
ph.h2o,cnn,CAF.SSL,483,C3n,50,0.884526558891455,2.2576682774254646,0.895,0.4168247645045455,0.7085136389065143,8000
ph.h2o,cnn,GARRETT.SSL,184,C0,0,0.9574626865671639,2.8640138207971697,0.9085,0.44349156549488383,0.6097247011692203,8000
ph.h2o,cnn,GARRETT.SSL,184,C0n,0,0.9671641791044776,2.4671688775632634,0.9085,0.44349156549488383,0.6097247011692203,8000
ph.h2o,cnn,GARRETT.SSL,184,C2,25,0.9343283582089553,2.8037669740262423,0.9085,0.44349156549488383,0.6097247011692203,8000
ph.h2o,cnn,GARRETT.SSL,184,C3n,25,0.9305970149253732,1.6114963554406578,0.9085,0.44349156549488383,0.6097247011692203,8000
ph.h2o,cnn,GARRETT.SSL,184,C2,50,0.917910447761194,2.313995359183605,0.9085,0.44349156549488383,0.6097247011692203,8000
ph.h2o,cnn,GARRETT.SSL,184,C3n,50,0.9037313432835822,1.455071365965492,0.9085,0.44349156549488383,0.6097247011692203,8000
ph.h2o,cnn,AFSIS2.SSL,151,C0,0,0.8871287128712873,2.347627924400822,0.913,0.4156643591612534,0.7157656299083914,8000
ph.h2o,cnn,AFSIS2.SSL,151,C0n,0,0.8861386138613861,2.3284246335295276,0.913,0.4156643591612534,0.7157656299083914,8000
ph.h2o,cnn,AFSIS2.SSL,151,C2,25,0.8930693069306932,2.60323219326268,0.913,0.4156643591612534,0.7157656299083914,8000
ph.h2o,cnn,AFSIS2.SSL,151,C3n,25,0.9029702970297029,2.5282821469869656,0.913,0.4156643591612534,0.7157656299083914,8000
ph.h2o,cnn,AFSIS2.SSL,151,C2,50,0.8633663366336635,2.241762569947298,0.913,0.4156643591612534,0.7157656299083914,8000
ph.h2o,cnn,AFSIS2.SSL,151,C3n,50,0.8613861386138615,2.287511855753972,0.913,0.4156643591612534,0.7157656299083914,8000
